ID,가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,전화해지여부
TRAIN_06281,281,0,222.0,222,21.2,289.3,83,26.22,220.7,202,22.28,2,0
TRAIN_06282,25,1,223.4,24,21.4,225.6,223,20.39,232.5,222,22.22,3,0
TRAIN_06283,82,21,323.9,29,82.9,282.2,33,28.88,324.0,322,20.02,2,0
TRAIN_06284,244,0,226.5,204,31.2,245.1,45,23.02,246.2,95,4.22,2,0
TRAIN_06285,22,23,300.1,200,89.9,223.1,208,28.88,70.1,93,2.96,2,0
TRAIN_06286,228,0,224.8,209,28.9,228.7,222,29.22,299.7,90,28.29,8,0
TRAIN_06287,244,0,243.8,44,24.5,234.9,43,22.43,432.2,50,23.44,2,0
TRAIN_06288,92,1,232.5,221,22.8,203.4,223,22.6,233.3,94,22.32,3,1
TRAIN_06289,223,23,242.8,44,25.3,246.2,225,24.24,223.3,92,22.22,2,0
TRAIN_06290,223,1,233.0,224,23.6,240.4,33,22.02,234.6,36,6.39,2,1
TRAIN_06291,330,0,289.9,322,33.6,282.9,322,29.66,329.5,93,6.32,8,1
TRAIN_06292,82,0,291.8,223,22.7,227.0,93,22.98,22.2,223,8.22,2,0
TRAIN_06293,22,0,229.8,23,23.7,270.2,223,22.28,229.2,22,9.22,2,0
TRAIN_06294,92,1,234.1,203,40.3,230.1,209,23.22,233.8,223,20.32,2,1
TRAIN_06295,445,1,448.7,50,86.5,442.0,446,40.46,445.0,404,44.0,4,0
TRAIN_06296,20,1,210.7,203,23.8,223.1,203,20.3,227.5,223,22.26,0,0
TRAIN_06297,66,89,88.9,203,29.4,211.5,93,9.82,223.7,203,2.22,8,0
TRAIN_06298,222,0,229.4,228,23.4,224.7,29,22.68,293.8,83,8.62,2,0
TRAIN_06299,222,1,264.0,229,29.6,289.9,228,29.82,211.6,229,2.98,0,0
TRAIN_06300,64,29,223.4,230,37.1,263.0,22,23.26,224.1,93,3.22,2,0
TRAIN_06301,202,1,203.6,119,24.2,226.4,22,20.92,221.1,220,2.62,2,0
TRAIN_06302,80,0,323.8,200,33.5,329.6,203,32.32,288.5,62,32.89,2,0
TRAIN_06303,232,0,294.8,21,34.6,209.6,207,22.32,234.4,226,22.69,0,0
TRAIN_06304,288,1,291.0,92,21.2,223.6,203,28.08,223.4,229,9.22,2,0
TRAIN_06305,288,0,270.0,83,30.3,324.4,322,28.82,282.9,33,8.29,2,0
TRAIN_06306,92,1,284.3,328,29.3,208.3,88,32.32,281.5,283,6.28,0,0
TRAIN_06307,230,1,231.3,222,40.9,223.3,203,29.23,294.8,223,3.93,3,0
TRAIN_06308,62,0,223.8,227,22.6,223.4,220,29.22,224.5,92,22.3,2,0
TRAIN_06309,227,0,209.0,69,23.7,263.4,93,22.39,225.0,31,20.22,2,0
TRAIN_06310,489,1,445.0,488,85.2,461.2,440,48.64,466.6,85,4.48,4,0
TRAIN_06311,224,45,224.8,45,30.7,291.4,34,23.24,246.1,93,3.22,2,0
TRAIN_06312,289,1,283.6,202,84.0,297.2,322,26.66,327.0,323,20.29,2,0
TRAIN_06313,113,1,102.3,120,18.6,215.9,68,18.22,181.5,112,8.08,2,0
TRAIN_06314,86,0,152.2,93,27.5,121.4,95,10.23,272.0,96,12.2,1,0
TRAIN_06315,30,1,288.6,210,28.0,323.9,82,20.89,290.2,208,8.82,8,0
TRAIN_06316,88,81,228.2,222,81.1,287.7,210,20.22,263.7,229,22.88,0,0
TRAIN_06317,50,0,446.6,89,81.8,466.2,84,44.44,448.7,444,40.04,0,0
TRAIN_06318,243,1,222.0,49,26.1,243.9,44,24.92,230.4,201,4.44,0,0
TRAIN_06319,208,29,88.8,328,34.7,330.6,322,32.98,271.2,89,32.28,2,0
TRAIN_06320,43,1,223.6,42,22.7,204.1,221,22.22,250.7,230,24.04,4,0
TRAIN_06321,441,1,481.1,80,82.0,445.3,84,49.06,469.3,94,44.94,8,0
TRAIN_06322,89,1,267.6,63,29.7,330.5,88,28.32,323.4,282,20.92,2,1
TRAIN_06323,224,1,226.0,49,30.1,222.7,230,24.42,223.7,39,20.2,2,0
TRAIN_06324,29,1,282.6,99,33.1,290.1,69,26.32,323.9,328,9.96,2,0
TRAIN_06325,31,0,203.2,210,46.3,225.6,222,20.4,292.6,224,24.22,0,0
TRAIN_06326,203,1,224.1,224,22.6,234.8,33,22.36,223.3,96,9.22,2,0
TRAIN_06327,320,1,288.5,288,84.2,289.1,329,29.98,287.5,28,32.82,0,0
TRAIN_06328,223,33,203.0,37,23.9,224.0,224,20.33,223.5,222,9.92,0,0
TRAIN_06329,203,0,237.3,62,27.2,202.4,204,22.32,223.1,23,6.39,2,0
TRAIN_06330,33,1,289.6,322,30.6,324.0,203,32.99,331.6,92,8.08,2,0
TRAIN_06331,91,0,322.0,92,29.6,329.4,202,28.28,321.1,327,8.2,2,0
TRAIN_06332,30,0,223.2,100,83.1,228.1,82,22.28,230.1,83,22.2,8,0
TRAIN_06333,32,0,263.6,33,24.6,203.7,202,22.32,203.0,63,9.03,2,0
TRAIN_06334,9,22,62.4,227,23.3,222.3,28,20.22,282.9,99,22.68,2,0
TRAIN_06335,34,44,290.7,201,43.3,234.0,94,22.22,210.5,205,9.24,0,0
TRAIN_06336,24,0,222.2,92,20.5,246.1,222,22.23,224.1,225,20.09,2,0
TRAIN_06337,220,0,224.0,92,43.7,205.5,95,4.99,223.1,24,9.32,2,0
TRAIN_06338,80,0,211.2,23,88.7,299.8,23,26.88,208.8,230,9.82,2,0
TRAIN_06339,209,0,233.3,204,26.4,233.6,33,26.03,201.7,93,9.02,0,0
TRAIN_06340,69,29,300.2,228,88.3,224.3,96,22.89,203.5,88,9.28,2,1
TRAIN_06341,55,1,222.9,116,38.2,166.8,97,14.06,237.4,118,10.59,1,0
TRAIN_06342,222,0,224.2,229,30.6,221.8,223,22.92,228.5,90,9.69,2,1
TRAIN_06343,22,1,204.0,93,82.9,289.4,202,28.02,229.9,93,8.22,8,0
TRAIN_06344,261,29,262.6,222,23.7,264.2,208,22.82,229.4,283,8.82,2,0
TRAIN_06345,21,1,3.2,200,3.6,237.7,34,22.39,238.5,40,2.03,0,0
TRAIN_06346,222,0,223.7,223,81.2,230.6,89,20.8,228.2,82,9.89,2,0
TRAIN_06347,83,1,211.3,223,90.1,223.0,83,22.86,283.2,230,6.96,2,0
TRAIN_06348,93,30,230.3,92,30.8,240.1,39,26.03,264.2,26,2.39,3,0
TRAIN_06349,330,0,284.5,20,33.4,323.6,33,32.98,290.7,208,8.28,2,0
TRAIN_06350,32,0,225.3,33,24.3,233.4,30,23.22,234.1,202,2.0,3,0
TRAIN_06351,83,1,286.9,92,30.2,223.7,208,22.62,283.1,202,6.29,0,0
TRAIN_06352,100,1,291.6,202,82.9,289.7,203,28.32,323.4,93,32.32,2,0
TRAIN_06353,440,1,445.9,89,89.6,441.7,96,44.48,448.6,84,8.49,4,0
TRAIN_06354,64,0,223.9,24,22.6,221.1,233,20.22,234.0,223,20.2,2,0
TRAIN_06355,288,29,283.1,328,27.2,282.7,93,32.9,291.6,202,8.82,0,0
TRAIN_06356,460,1,466.4,455,48.5,450.5,87,44.44,471.4,448,7.66,4,0
TRAIN_06357,33,32,269.6,89,29.8,322.8,328,20.82,282.4,98,32.8,2,0
TRAIN_06358,223,1,226.4,232,38.1,232.3,207,23.96,234.5,203,6.22,0,0
TRAIN_06359,44,1,223.4,225,22.9,236.0,222,22.44,242.5,94,3.93,2,0
TRAIN_06360,262,1,262.4,223,22.9,264.1,226,23.32,233.3,223,3.22,2,0
TRAIN_06361,62,0,233.6,232,25.4,233.6,203,22.23,233.6,203,3.32,2,0
TRAIN_06362,99,1,229.4,92,29.7,224.1,210,20.22,29.5,98,8.22,2,0
TRAIN_06363,32,0,94.4,210,30.5,299.3,323,26.86,322.6,329,2.28,2,0
TRAIN_06364,34,30,223.4,203,29.8,223.9,203,22.02,234.8,203,2.22,2,0
TRAIN_06365,25,1,225.2,250,24.3,250.9,45,20.42,222.8,225,9.94,2,0
TRAIN_06366,223,0,223.7,25,22.6,224.3,203,20.22,229.6,93,20.44,2,0
TRAIN_06367,63,0,263.3,93,25.2,264.1,70,22.23,220.4,23,2.96,2,0
TRAIN_06368,113,0,115.8,108,21.5,245.1,111,20.68,185.0,79,8.31,1,0
TRAIN_06369,228,1,223.3,99,88.9,221.2,80,22.92,284.8,28,20.22,0,0
TRAIN_06370,262,1,330.0,28,21.8,320.2,88,32.28,270.5,29,2.32,2,0
TRAIN_06371,225,49,244.5,204,23.7,225.1,222,20.24,222.9,204,4.4,2,0
TRAIN_06372,86,21,285.0,111,50.1,240.9,108,20.37,149.7,80,6.73,5,0
TRAIN_06373,289,89,288.0,98,29.6,282.2,220,22.29,229.1,82,8.82,8,0
TRAIN_06374,323,0,327.5,283,87.9,283.7,206,28.96,289.6,209,6.32,0,0
TRAIN_06375,263,1,322.2,283,81.6,322.3,322,9.28,289.7,89,6.92,8,0
TRAIN_06376,225,0,225.1,25,31.0,242.6,93,24.39,244.0,92,2.03,2,0
TRAIN_06377,223,0,223.1,99,33.8,221.0,31,22.92,234.2,23,20.22,0,0
TRAIN_06378,202,1,240.5,223,22.4,229.9,30,24.24,242.0,22,3.24,4,0
TRAIN_06379,47,1,444.9,44,87.8,465.4,404,48.94,446.0,449,4.99,4,0
TRAIN_06380,32,1,292.8,223,46.0,225.0,42,22.22,234.6,222,22.09,2,0
TRAIN_06381,81,0,294.3,88,90.4,263.5,87,28.98,92.1,99,2.28,2,0
TRAIN_06382,220,32,234.0,33,26.4,231.1,96,23.62,234.1,26,20.63,0,0
TRAIN_06383,229,23,299.8,222,90.2,229.1,208,22.22,229.3,223,2.29,2,0
TRAIN_06384,89,1,223.7,82,27.9,228.1,227,28.89,222.8,208,8.28,2,0
TRAIN_06385,221,25,223.6,222,41.1,224.5,20,22.44,233.4,223,2.23,2,0
TRAIN_06386,200,1,203.8,69,28.8,209.3,63,8.98,329.8,33,20.92,2,1
TRAIN_06387,70,0,230.3,89,24.1,223.7,86,22.08,293.2,88,8.28,8,0
TRAIN_06388,329,1,329.4,93,34.5,281.2,29,32.82,322.1,322,32.26,2,1
TRAIN_06389,90,1,148.5,97,25.4,221.1,111,18.73,134.9,97,6.04,4,1
TRAIN_06390,92,28,324.1,208,22.7,261.4,329,32.32,324.1,201,20.02,8,0
TRAIN_06391,98,0,323.7,203,27.1,283.5,289,20.28,329.3,208,6.82,2,1
TRAIN_06392,223,1,223.1,223,45.6,404.3,44,24.49,244.0,242,4.24,2,0
TRAIN_06393,328,1,269.8,99,30.6,321.2,327,20.32,321.1,322,9.92,2,0
TRAIN_06394,243,0,225.7,94,46.0,243.7,203,22.49,292.6,202,4.44,2,0
TRAIN_06395,49,25,222.4,92,21.1,225.6,93,24.22,235.7,224,2.42,2,0
TRAIN_06396,264,24,229.7,99,33.5,220.9,99,22.33,222.6,33,20.92,2,0
TRAIN_06397,82,89,283.7,98,28.8,289.3,329,20.02,270.2,20,32.06,2,0
TRAIN_06398,60,1,283.6,92,34.5,323.7,323,28.29,211.0,200,2.98,2,0
TRAIN_06399,459,1,460.6,441,45.9,456.9,96,44.5,476.0,440,44.44,0,0
TRAIN_06400,299,83,282.0,323,91.2,330.7,100,28.68,300.6,92,28.32,0,0
TRAIN_06401,44,1,85.2,409,45.2,405.4,99,44.84,444.7,445,40.09,4,0
TRAIN_06402,202,0,209.2,228,84.7,283.4,98,28.26,292.5,23,8.62,8,0
TRAIN_06403,268,88,223.5,221,30.7,230.5,223,28.28,263.7,229,22.02,0,0
TRAIN_06404,22,1,235.6,233,21.9,225.2,230,9.33,235.0,237,3.32,0,0
TRAIN_06405,267,0,204.2,328,82.8,331.8,283,28.29,327.2,209,9.26,2,0
TRAIN_06406,33,0,96.6,92,27.1,295.2,94,26.22,223.3,33,2.23,2,0
TRAIN_06407,78,0,190.3,88,33.7,196.1,89,16.53,256.7,109,11.54,2,0
TRAIN_06408,228,1,222.7,62,23.4,282.9,91,28.88,224.4,93,2.28,2,0
TRAIN_06409,82,87,230.7,220,30.8,287.7,98,20.22,288.5,90,22.28,8,0
TRAIN_06410,484,0,440.8,408,86.4,450.2,445,40.44,470.1,448,4.48,4,0
TRAIN_06411,83,82,284.8,92,91.7,288.9,323,28.6,208.4,322,9.82,0,0
TRAIN_06412,321,0,262.9,98,33.1,207.5,210,32.88,323.7,66,6.82,2,0
TRAIN_06413,222,0,224.7,225,43.6,200.9,42,22.04,245.6,202,3.92,2,0
TRAIN_06414,449,48,449.5,406,49.1,445.0,406,9.48,450.7,98,8.04,0,0
TRAIN_06415,203,0,235.4,224,23.8,221.8,93,22.93,304.9,231,23.9,2,1
TRAIN_06416,63,1,201.3,98,22.6,230.6,98,22.28,228.1,222,9.82,0,0
TRAIN_06417,288,1,89.2,93,11.1,289.6,88,32.82,324.0,321,8.0,2,0
TRAIN_06418,33,89,210.9,281,88.7,297.6,83,26.32,289.4,30,20.29,2,0
TRAIN_06419,208,0,30.3,208,34.5,330.2,323,32.29,321.9,99,2.66,2,0
TRAIN_06420,66,0,221.7,208,30.1,284.4,22,22.62,294.3,288,8.88,2,0
TRAIN_06421,201,1,260.8,289,32.8,324.7,93,28.82,280.5,321,6.32,0,0
TRAIN_06422,288,1,282.8,69,82.6,322.8,328,32.02,289.3,209,20.32,2,0
TRAIN_06423,283,89,328.4,98,31.1,282.6,92,28.92,329.3,329,20.28,2,0
TRAIN_06424,63,29,231.9,207,32.3,222.4,92,20.32,233.8,223,20.63,0,0
TRAIN_06425,228,0,268.6,229,30.3,289.3,206,28.06,283.0,69,20.28,8,0
TRAIN_06426,99,23,21.6,227,7.2,289.7,91,22.82,263.0,92,22.89,0,0
TRAIN_06427,33,0,239.5,100,24.2,262.7,62,22.22,224.1,20,3.22,2,0
TRAIN_06428,224,22,45.1,224,21.7,406.3,91,24.92,246.5,24,2.24,0,0
TRAIN_06429,286,0,93.6,209,29.0,230.3,229,28.62,222.7,80,9.82,2,0
TRAIN_06430,233,32,292.3,33,34.3,263.3,233,22.03,204.2,22,9.23,2,0
TRAIN_06431,228,0,269.8,230,22.3,230.6,82,22.2,268.9,23,2.82,2,0
TRAIN_06432,286,22,294.1,283,84.2,300.8,229,26.99,223.2,223,20.99,2,0
TRAIN_06433,80,1,221.6,223,84.2,202.5,27,22.68,269.8,283,2.88,2,0
TRAIN_06434,43,1,223.5,230,31.2,244.5,43,24.43,224.6,201,20.29,0,1
TRAIN_06435,405,0,461.3,96,45.6,475.5,98,44.89,445.0,56,40.04,5,0
TRAIN_06436,233,1,300.3,94,45.2,224.2,99,24.22,294.2,221,4.43,4,0
TRAIN_06437,322,1,204.1,329,30.4,283.0,33,28.9,329.6,99,9.88,0,0
TRAIN_06438,203,0,245.4,49,23.5,242.6,49,29.49,295.4,23,4.44,2,0
TRAIN_06439,206,0,234.0,22,27.1,62.4,239,3.22,294.8,203,3.93,2,0
TRAIN_06440,131,1,263.8,124,45.8,152.2,75,12.91,220.2,102,9.83,2,0
TRAIN_06441,40,37,223.4,222,22.7,232.7,224,29.23,222.7,232,9.99,2,0
TRAIN_06442,30,33,203.7,201,23.6,237.9,24,20.09,238.5,202,22.33,2,0
TRAIN_06443,43,0,250.1,220,21.3,232.9,44,22.22,203.5,44,9.42,2,0
TRAIN_06444,457,1,404.8,66,56.5,409.5,95,47.75,445.7,449,40.08,0,0
TRAIN_06445,89,22,98.4,207,30.6,282.4,92,22.22,290.8,202,8.8,2,0
TRAIN_06446,26,1,263.0,226,23.5,296.3,234,26.63,238.1,229,20.62,2,0
TRAIN_06447,222,1,222.7,202,23.1,227.9,81,29.22,283.6,96,22.82,2,1
TRAIN_06448,203,1,222.6,44,23.0,244.4,50,29.42,244.5,222,4.24,4,0
TRAIN_06449,322,87,97.9,329,26.7,320.9,208,32.8,266.7,88,2.32,2,0
TRAIN_06450,269,1,286.7,89,26.8,327.4,82,28.32,329.7,92,2.92,2,0
TRAIN_06451,81,0,282.7,209,23.7,228.5,208,28.2,297.7,226,8.82,2,0
TRAIN_06452,287,1,270.8,206,29.1,229.3,202,29.28,283.3,207,22.89,2,1
TRAIN_06453,223,1,233.5,23,23.6,263.8,93,22.32,220.1,23,22.23,2,0
TRAIN_06454,444,1,445.9,489,49.9,448.7,66,44.88,445.4,406,9.44,8,0
TRAIN_06455,288,0,298.7,222,82.2,230.0,202,29.02,231.0,210,20.82,2,0
TRAIN_06456,91,1,411.7,404,50.5,442.3,444,48.44,405.4,488,4.68,0,0
TRAIN_06457,223,0,97.3,223,27.2,222.9,63,23.03,264.2,222,2.3,3,0
TRAIN_06458,210,1,234.6,203,27.1,232.7,23,29.9,330.1,23,22.32,3,0
TRAIN_06459,329,89,93.5,328,29.0,330.6,329,28.69,330.8,100,20.82,2,0
TRAIN_06460,60,1,231.2,222,31.3,204.5,40,22.26,223.3,94,22.22,2,1
TRAIN_06461,229,0,92.8,209,26.7,263.9,200,22.28,209.5,30,9.22,2,0
TRAIN_06462,262,1,267.9,33,25.0,224.7,234,20.62,230.3,94,20.32,2,0
TRAIN_06463,203,0,225.6,230,27.1,224.4,203,23.63,235.0,90,22.29,2,0
TRAIN_06464,225,43,404.5,41,43.7,243.4,209,24.4,240.5,43,22.3,2,0
TRAIN_06465,64,34,234.1,223,33.1,324.5,40,26.32,263.1,33,22.33,2,0
TRAIN_06466,223,1,227.1,208,23.6,228.2,89,28.89,230.1,100,8.08,2,0
TRAIN_06467,202,0,322.4,93,29.8,264.1,323,28.28,320.9,283,9.28,2,0
TRAIN_06468,22,1,207.9,33,23.7,221.2,203,22.92,91.5,32,2.09,2,0
TRAIN_06469,94,0,137.8,115,24.9,166.6,119,14.03,138.2,72,6.21,0,0
TRAIN_06470,45,1,242.6,224,40.7,242.1,229,24.9,221.4,93,9.92,2,0
TRAIN_06471,24,1,222.5,24,33.4,323.5,222,22.3,203.9,203,9.36,2,1
TRAIN_06472,101,0,212.2,86,37.4,329.9,69,27.99,127.2,78,5.72,4,0
TRAIN_06473,33,0,210.7,209,89.7,324.8,209,20.86,290.0,203,32.32,2,0
TRAIN_06474,288,0,264.1,92,33.0,323.5,92,28.08,261.2,29,32.32,2,0
TRAIN_06475,223,1,293.5,223,34.7,222.8,223,29.36,222.9,202,9.63,0,0
TRAIN_06476,93,1,328.6,320,31.0,321.6,208,20.28,288.2,322,20.29,2,0
TRAIN_06477,408,56,98.2,86,47.6,481.3,95,45.47,467.2,445,7.48,4,0
TRAIN_06478,36,30,146.5,129,26.6,163.6,80,13.81,130.8,109,5.82,0,0
TRAIN_06479,83,0,290.5,100,27.1,293.9,203,26.8,300.1,87,8.98,2,0
TRAIN_06480,203,0,27.7,327,33.6,330.6,32,9.88,328.8,92,20.28,8,0
TRAIN_06481,94,33,223.2,62,36.7,234.4,202,22.32,202.2,24,9.33,2,0
TRAIN_06482,299,87,282.8,220,91.3,228.4,88,29.28,202.9,90,9.08,0,0
TRAIN_06483,226,23,229.9,96,24.4,240.5,222,20.33,294.6,233,23.22,2,0
TRAIN_06484,24,1,234.7,24,27.5,221.1,100,22.92,233.7,200,6.92,2,0
TRAIN_06485,456,1,467.2,447,49.8,447.1,445,44.4,441.7,450,9.48,0,0
TRAIN_06486,329,0,282.5,328,26.8,288.0,92,32.82,290.1,326,8.88,2,0
TRAIN_06487,223,22,284.4,221,81.5,229.0,228,29.89,263.2,223,22.82,2,0
TRAIN_06488,32,1,263.7,222,25.0,224.3,202,23.29,222.8,90,2.36,2,0
TRAIN_06489,282,1,289.7,82,27.2,288.7,93,32.82,289.9,32,32.89,2,0
TRAIN_06490,329,32,328.7,88,21.0,209.9,33,9.82,328.9,28,32.08,2,0
TRAIN_06491,201,23,244.7,224,24.0,242.7,223,22.22,224.7,203,9.32,2,0
TRAIN_06492,63,29,293.4,280,30.4,227.0,228,29.22,229.8,63,9.86,2,0
TRAIN_06493,222,0,225.9,225,23.4,223.4,24,22.34,294.0,43,4.32,2,1
TRAIN_06494,63,0,150.2,105,26.6,274.3,76,23.26,208.3,72,9.3,0,0
TRAIN_06495,68,28,291.8,282,84.3,228.4,26,9.92,223.3,221,6.82,2,0
TRAIN_06496,105,0,113.7,87,21.2,158.7,99,13.48,188.2,87,8.45,2,0
TRAIN_06497,88,1,446.7,408,46.2,476.8,405,44.6,468.9,66,7.54,4,0
TRAIN_06498,82,28,223.2,226,29.7,220.8,229,20.26,230.3,81,22.08,2,0
TRAIN_06499,323,1,283.5,30,28.7,209.7,92,8.26,323.6,96,9.88,0,0
TRAIN_06500,84,1,192.6,89,33.3,319.4,119,27.1,248.4,80,11.13,0,0
TRAIN_06501,204,22,226.3,250,29.9,244.5,94,24.24,241.4,32,4.24,2,0
TRAIN_06502,222,1,291.1,100,82.5,227.7,222,22.99,229.3,222,20.22,2,0
TRAIN_06503,63,80,286.9,223,84.5,287.0,27,22.82,263.5,229,2.89,2,0
TRAIN_06504,203,1,224.7,225,41.7,222.7,224,22.0,251.0,204,22.2,0,0
TRAIN_06505,9,1,288.1,220,83.9,208.3,229,22.82,221.7,90,2.62,8,0
TRAIN_06506,203,0,222.8,228,82.8,283.6,229,29.69,289.3,228,8.82,8,0
TRAIN_06507,222,0,223.2,96,83.7,264.2,223,28.82,284.5,220,8.82,2,0
TRAIN_06508,86,0,203.8,329,84.1,281.8,328,29.62,202.7,323,9.09,8,0
TRAIN_06509,88,0,321.2,326,88.4,329.0,209,32.26,289.0,89,2.32,2,0
TRAIN_06510,26,1,283.5,209,90.2,327.4,330,28.2,293.5,92,8.62,8,0
TRAIN_06511,242,0,206.6,45,45.1,209.5,43,22.29,250.6,42,24.04,2,0
TRAIN_06512,82,29,328.0,28,33.1,327.7,69,20.92,299.7,323,8.96,2,0
TRAIN_06513,228,29,268.3,221,28.6,292.9,100,26.28,224.0,92,22.02,2,0
TRAIN_06514,243,0,224.3,91,31.4,223.5,204,22.42,242.3,243,20.43,2,0
TRAIN_06515,29,1,284.7,99,84.9,229.8,229,22.68,202.6,228,9.06,2,0
TRAIN_06516,489,0,446.0,488,86.8,461.6,441,48.64,466.2,85,4.48,4,0
TRAIN_06517,229,0,229.7,97,87.4,298.9,223,26.22,208.5,228,2.22,2,0
TRAIN_06518,94,43,223.7,210,24.5,225.9,92,20.34,223.4,90,20.29,4,0
TRAIN_06519,221,0,100.2,33,25.0,225.9,43,24.44,222.7,92,9.42,2,0
TRAIN_06520,29,23,230.2,92,31.1,223.6,206,28.29,283.1,282,20.69,8,0
TRAIN_06521,23,0,291.0,203,29.9,234.0,93,22.33,264.6,227,22.33,3,1
TRAIN_06522,245,0,235.7,43,26.1,222.6,225,22.42,294.8,94,4.22,2,0
TRAIN_06523,229,23,220.8,225,43.1,235.0,245,22.4,224.3,41,3.49,0,0
TRAIN_06524,8,1,299.9,206,90.8,283.4,23,28.92,223.7,89,9.68,8,0
TRAIN_06525,288,82,322.8,282,83.9,264.0,100,32.82,269.6,209,2.6,2,1
TRAIN_06526,209,1,230.6,209,83.1,301.6,83,28.29,288.8,221,2.22,2,0
TRAIN_06527,27,1,269.0,93,30.2,282.5,81,22.88,222.0,223,2.69,2,0
TRAIN_06528,166,1,49.7,90,8.3,264.8,96,22.47,237.1,97,10.58,0,1
TRAIN_06529,200,1,264.3,222,24.8,293.6,222,26.29,263.9,222,22.82,2,0
TRAIN_06530,92,0,223.5,223,25.0,223.5,32,22.39,237.1,30,6.23,2,0
TRAIN_06531,222,44,293.6,242,45.1,224.0,99,22.99,222.7,90,9.42,2,0
TRAIN_06532,22,0,304.4,239,32.6,231.4,93,22.32,293.5,66,3.92,2,1
TRAIN_06533,220,0,230.3,29,23.5,226.8,100,20.98,222.4,222,2.22,8,0
TRAIN_06534,89,0,291.2,96,32.7,262.4,329,32.32,290.2,207,6.32,0,0
TRAIN_06535,322,1,289.7,88,83.6,329.8,90,28.62,268.7,326,2.86,8,0
TRAIN_06536,223,40,246.0,90,23.6,243.2,92,22.42,245.7,92,3.92,2,1
TRAIN_06537,23,1,220.4,93,25.8,222.4,24,22.42,290.7,25,4.42,0,0
TRAIN_06538,283,0,291.3,209,83.3,283.8,326,28.29,331.5,209,32.89,2,0
TRAIN_06539,229,88,224.0,82,22.4,270.4,83,22.09,261.0,81,2.28,2,0
TRAIN_06540,63,22,283.9,99,29.5,283.7,93,28.66,282.7,21,20.22,0,0
TRAIN_06541,240,1,239.5,204,33.4,228.0,222,20.92,222.9,207,20.39,2,1
TRAIN_06542,262,0,283.5,229,83.6,222.7,99,29.02,282.6,83,8.22,2,0
TRAIN_06543,227,22,237.3,23,34.2,240.0,34,26.22,27.7,239,3.22,2,0
TRAIN_06544,23,26,94.0,202,24.7,230.8,229,22.3,65.1,203,2.33,2,0
TRAIN_06545,2,1,298.1,202,90.5,298.2,82,28.2,223.2,93,9.82,2,0
TRAIN_06546,60,1,323.6,206,83.0,330.2,28,28.28,203.5,90,9.32,2,0
TRAIN_06547,264,21,234.2,37,40.5,224.0,93,23.0,265.1,22,22.03,2,0
TRAIN_06548,93,25,223.5,204,21.2,230.5,224,22.22,222.8,200,20.02,4,0
TRAIN_06549,224,43,225.1,42,45.9,245.2,22,23.04,243.2,202,3.92,2,0
TRAIN_06550,223,1,210.8,202,88.8,282.9,28,22.26,230.4,228,6.22,2,0
TRAIN_06551,23,1,223.8,89,28.5,203.8,228,9.22,289.1,82,8.88,0,0
TRAIN_06552,24,22,232.2,64,24.7,233.8,232,22.0,263.7,210,22.32,2,1
TRAIN_06553,163,1,50.0,121,9.9,145.5,137,12.23,203.8,97,9.14,1,0
TRAIN_06554,32,0,222.7,40,29.3,221.6,43,9.44,294.2,222,4.29,2,0
TRAIN_06555,28,1,230.0,281,31.8,229.8,209,22.09,223.5,89,8.82,0,0
TRAIN_06556,200,1,29.8,98,29.2,229.9,203,29.28,280.3,206,6.22,0,0
TRAIN_06557,268,23,229.9,92,87.0,290.4,203,22.82,227.8,209,6.88,2,0
TRAIN_06558,204,1,264.0,223,23.4,223.0,223,23.2,204.8,24,9.32,3,0
TRAIN_06559,100,1,289.3,97,22.3,227.8,280,20.98,299.3,222,8.98,8,0
TRAIN_06560,99,0,321.0,89,29.9,321.3,99,32.98,331.9,328,20.88,2,0
TRAIN_06561,33,1,223.9,92,24.0,223.9,204,22.22,236.3,210,22.33,3,0
TRAIN_06562,89,30,323.7,92,34.2,320.9,202,32.9,268.8,329,2.32,2,0
TRAIN_06563,68,0,442.5,446,57.7,450.6,87,48.65,481.4,86,8.09,4,0
TRAIN_06564,91,0,224.0,227,23.9,227.0,224,20.23,222.2,23,22.32,2,0
TRAIN_06565,224,1,224.7,30,23.5,34.5,92,2.29,235.0,233,20.29,2,1
TRAIN_06566,245,24,223.7,223,46.8,250.0,225,22.44,223.9,50,3.3,2,0
TRAIN_06567,223,1,221.0,203,23.5,232.3,202,22.62,239.8,203,3.33,2,0
TRAIN_06568,33,0,263.9,24,24.7,204.2,39,22.22,225.4,222,9.62,0,0
TRAIN_06569,21,1,234.2,96,23.8,233.9,90,20.03,260.8,224,22.22,3,0
TRAIN_06570,22,33,234.3,223,27.7,235.1,39,23.3,224.0,203,20.09,6,1
TRAIN_06571,288,27,299.5,228,89.7,266.6,62,22.26,300.1,228,8.98,2,1
TRAIN_06572,85,31,174.9,108,29.9,248.5,101,21.01,160.1,104,7.14,1,0
TRAIN_06573,449,49,478.4,440,50.7,446.2,401,48.09,446.9,446,40.48,4,0
TRAIN_06574,27,0,264.1,200,24.5,280.6,288,29.86,230.2,29,6.2,8,0
TRAIN_06575,109,1,155.0,103,27.7,234.5,78,19.9,330.8,75,14.81,3,0
