ID,TARGET
TEST_04216,1
TEST_04217,0
TEST_04218,0
TEST_04219,2
TEST_04220,0
TEST_04221,0
TEST_04222,0
TEST_04223,1
TEST_04224,1
TEST_04225,1
TEST_04226,0
TEST_04227,0
TEST_04228,0
TEST_04229,0
TEST_04230,1
TEST_04231,0
TEST_04232,1
TEST_04233,0
TEST_04234,1
TEST_04235,1
TEST_04236,0
TEST_04237,1
TEST_04238,1
TEST_04239,0
TEST_04240,2
TEST_04241,2
TEST_04242,2
TEST_04243,0
TEST_04244,1
TEST_04245,0
TEST_04246,0
TEST_04247,0
TEST_04248,1
TEST_04249,1
TEST_04250,1
TEST_04251,0
TEST_04252,1
TEST_04253,0
TEST_04254,1
TEST_04255,0
TEST_04256,0
TEST_04257,1
TEST_04258,1
TEST_04259,1
TEST_04260,0
TEST_04261,1
TEST_04262,1
TEST_04263,2
TEST_04264,0
TEST_04265,2
TEST_04266,2
TEST_04267,0
TEST_04268,0
TEST_04269,0
TEST_04270,0
TEST_04271,1
TEST_04272,0
TEST_04273,0
TEST_04274,2
TEST_04275,0
TEST_04276,1
TEST_04277,0
TEST_04278,1
TEST_04279,1
TEST_04280,0
TEST_04281,1
TEST_04282,0
TEST_04283,0
TEST_04284,0
TEST_04285,0
TEST_04286,1
TEST_04287,0
TEST_04288,0
TEST_04289,0
TEST_04290,0
TEST_04291,2
TEST_04292,0
TEST_04293,1
TEST_04294,0
TEST_04295,1
TEST_04296,1
TEST_04297,2
TEST_04298,1
TEST_04299,0
TEST_04300,2
TEST_04301,0
TEST_04302,2
TEST_04303,0
TEST_04304,2
TEST_04305,0
TEST_04306,0
TEST_04307,0
TEST_04308,2
TEST_04309,0
TEST_04310,2
TEST_04311,0
TEST_04312,1
TEST_04313,0
TEST_04314,1
TEST_04315,0
TEST_04316,0
TEST_04317,0
TEST_04318,0
TEST_04319,0
TEST_04320,1
TEST_04321,0
TEST_04322,0
TEST_04323,1
TEST_04324,0
TEST_04325,1
TEST_04326,1
TEST_04327,1
TEST_04328,2
TEST_04329,2
TEST_04330,0
TEST_04331,2
TEST_04332,0
TEST_04333,0
TEST_04334,1
TEST_04335,0
TEST_04336,2
TEST_04337,0
TEST_04338,2
TEST_04339,0
TEST_04340,1
TEST_04341,2
TEST_04342,0
TEST_04343,0
TEST_04344,0
TEST_04345,0
TEST_04346,1
TEST_04347,1
TEST_04348,2
TEST_04349,0
TEST_04350,2
TEST_04351,0
TEST_04352,1
TEST_04353,0
TEST_04354,1
TEST_04355,0
TEST_04356,0
TEST_04357,0
TEST_04358,0
TEST_04359,1
TEST_04360,1
TEST_04361,0
TEST_04362,1
TEST_04363,0
TEST_04364,0
TEST_04365,0
TEST_04366,0
TEST_04367,2
TEST_04368,2
TEST_04369,0
TEST_04370,0
TEST_04371,0
TEST_04372,0
TEST_04373,1
TEST_04374,0
TEST_04375,0
TEST_04376,0
TEST_04377,0
TEST_04378,2
TEST_04379,0
TEST_04380,0
TEST_04381,0
TEST_04382,0
TEST_04383,2
TEST_04384,1
TEST_04385,1
TEST_04386,1
TEST_04387,0
TEST_04388,1
TEST_04389,0
TEST_04390,0
TEST_04391,0
TEST_04392,0
TEST_04393,0
TEST_04394,2
TEST_04395,1
TEST_04396,1
TEST_04397,2
TEST_04398,1
TEST_04399,0
TEST_04400,0
TEST_04401,0
TEST_04402,1
TEST_04403,0
TEST_04404,1
TEST_04405,0
TEST_04406,1
TEST_04407,2
TEST_04408,2
TEST_04409,1
TEST_04410,0
TEST_04411,0
TEST_04412,2
TEST_04413,0
TEST_04414,0
TEST_04415,0
TEST_04416,0
TEST_04417,1
TEST_04418,0
TEST_04419,0
TEST_04420,0
TEST_04421,1
TEST_04422,2
TEST_04423,2
TEST_04424,0
TEST_04425,0
TEST_04426,0
TEST_04427,0
TEST_04428,0
TEST_04429,0
TEST_04430,0
TEST_04431,0
TEST_04432,0
TEST_04433,2
TEST_04434,0
TEST_04435,0
TEST_04436,0
TEST_04437,0
TEST_04438,0
TEST_04439,2
TEST_04440,2
TEST_04441,0
TEST_04442,2
TEST_04443,0
TEST_04444,0
TEST_04445,1
TEST_04446,1
TEST_04447,2
TEST_04448,0
TEST_04449,2
TEST_04450,0
TEST_04451,0
TEST_04452,0
TEST_04453,0
TEST_04454,1
TEST_04455,0
TEST_04456,1
TEST_04457,0
TEST_04458,0
TEST_04459,0
TEST_04460,2
TEST_04461,0
TEST_04462,0
TEST_04463,2
TEST_04464,1
TEST_04465,0
TEST_04466,0
TEST_04467,0
TEST_04468,0
TEST_04469,0
TEST_04470,0
TEST_04471,0
TEST_04472,0
TEST_04473,1
TEST_04474,1
TEST_04475,0
TEST_04476,1
TEST_04477,0
TEST_04478,2
TEST_04479,0
TEST_04480,0
TEST_04481,1
TEST_04482,0
TEST_04483,2
TEST_04484,0
TEST_04485,0
TEST_04486,0
TEST_04487,2
TEST_04488,2
TEST_04489,0
TEST_04490,0
TEST_04491,1
TEST_04492,1
TEST_04493,1
TEST_04494,1
TEST_04495,0
TEST_04496,1
TEST_04497,0
TEST_04498,0
TEST_04499,2
TEST_04500,1
TEST_04501,0
TEST_04502,0
TEST_04503,0
TEST_04504,2
TEST_04505,0
TEST_04506,2
TEST_04507,0
TEST_04508,0
TEST_04509,2
TEST_04510,2
TEST_04511,0
TEST_04512,1
TEST_04513,0
TEST_04514,1
TEST_04515,1
TEST_04516,0
TEST_04517,0
TEST_04518,0
TEST_04519,2
TEST_04520,1
TEST_04521,0
TEST_04522,0
TEST_04523,1
TEST_04524,0
TEST_04525,1
TEST_04526,0
TEST_04527,0
TEST_04528,1
TEST_04529,2
TEST_04530,1
TEST_04531,0
TEST_04532,2
TEST_04533,0
TEST_04534,0
TEST_04535,2
TEST_04536,1
TEST_04537,2
TEST_04538,1
TEST_04539,0
TEST_04540,0
TEST_04541,0
TEST_04542,0
TEST_04543,0
TEST_04544,0
TEST_04545,0
TEST_04546,0
TEST_04547,1
TEST_04548,0
TEST_04549,1
TEST_04550,0
TEST_04551,0
TEST_04552,0
TEST_04553,2
TEST_04554,2
TEST_04555,1
TEST_04556,0
TEST_04557,0
TEST_04558,0
TEST_04559,0
TEST_04560,1
TEST_04561,0
TEST_04562,1
TEST_04563,0
TEST_04564,0
TEST_04565,0
TEST_04566,1
TEST_04567,0
TEST_04568,0
TEST_04569,0
TEST_04570,0
TEST_04571,0
TEST_04572,0
TEST_04573,0
TEST_04574,0
TEST_04575,0
TEST_04576,0
TEST_04577,0
TEST_04578,2
TEST_04579,0
TEST_04580,1
TEST_04581,2
TEST_04582,0
TEST_04583,2
TEST_04584,2
TEST_04585,0
TEST_04586,0
TEST_04587,0
TEST_04588,0
TEST_04589,2
TEST_04590,2
TEST_04591,2
TEST_04592,2
TEST_04593,0
TEST_04594,0
TEST_04595,0
TEST_04596,2
TEST_04597,2
TEST_04598,2
TEST_04599,0
TEST_04600,0
TEST_04601,0
TEST_04602,1
TEST_04603,2
TEST_04604,2
TEST_04605,2
TEST_04606,0
TEST_04607,0
TEST_04608,1
TEST_04609,0
TEST_04610,1
TEST_04611,0
TEST_04612,0
TEST_04613,2
TEST_04614,2
TEST_04615,2
TEST_04616,0
TEST_04617,0
TEST_04618,2
TEST_04619,0
TEST_04620,0
TEST_04621,0
TEST_04622,2
TEST_04623,0
TEST_04624,1
TEST_04625,0
TEST_04626,0
TEST_04627,0
TEST_04628,0
TEST_04629,0
TEST_04630,0
TEST_04631,2
TEST_04632,2
TEST_04633,0
TEST_04634,0
TEST_04635,0
TEST_04636,2
TEST_04637,0
TEST_04638,0
TEST_04639,1
TEST_04640,0
TEST_04641,2
TEST_04642,1
TEST_04643,0
TEST_04644,1
TEST_04645,1
TEST_04646,1
TEST_04647,0
TEST_04648,0
TEST_04649,0
TEST_04650,1
TEST_04651,0
TEST_04652,0
TEST_04653,0
TEST_04654,0
TEST_04655,0
TEST_04656,0
TEST_04657,0
TEST_04658,2
TEST_04659,0
TEST_04660,2
TEST_04661,1
TEST_04662,1
TEST_04663,0
TEST_04664,1
TEST_04665,1
TEST_04666,2
TEST_04667,2
TEST_04668,0
TEST_04669,1
TEST_04670,0
TEST_04671,0
TEST_04672,2
TEST_04673,1
TEST_04674,0
TEST_04675,0
TEST_04676,2
TEST_04677,0
TEST_04678,0
TEST_04679,0
TEST_04680,1
TEST_04681,2
TEST_04682,0
TEST_04683,1
TEST_04684,1
TEST_04685,2
TEST_04686,1
TEST_04687,0
TEST_04688,2
TEST_04689,0
TEST_04690,1
TEST_04691,1
TEST_04692,1
TEST_04693,2
TEST_04694,0
TEST_04695,2
TEST_04696,0
TEST_04697,0
TEST_04698,2
TEST_04699,1
TEST_04700,2
TEST_04701,0
TEST_04702,1
TEST_04703,0
TEST_04704,0
TEST_04705,0
TEST_04706,1
TEST_04707,0
TEST_04708,0
TEST_04709,0
TEST_04710,1
TEST_04711,0
TEST_04712,1
TEST_04713,1
TEST_04714,0
TEST_04715,1
TEST_04716,1
TEST_04717,1
TEST_04718,0
TEST_04719,0
TEST_04720,0
TEST_04721,1
TEST_04722,1
TEST_04723,1
TEST_04724,0
TEST_04725,0
TEST_04726,1
TEST_04727,1
TEST_04728,0
TEST_04729,0
TEST_04730,0
TEST_04731,0
TEST_04732,1
TEST_04733,0
TEST_04734,1
TEST_04735,0
TEST_04736,1
TEST_04737,0
TEST_04738,2
TEST_04739,2
TEST_04740,2
TEST_04741,0
TEST_04742,0
TEST_04743,0
TEST_04744,0
TEST_04745,1
TEST_04746,0
TEST_04747,1
TEST_04748,0
TEST_04749,0
TEST_04750,1
TEST_04751,2
TEST_04752,0
TEST_04753,0
TEST_04754,0
TEST_04755,1
TEST_04756,0
TEST_04757,0
TEST_04758,0
TEST_04759,0
TEST_04760,0
TEST_04761,0
TEST_04762,0
TEST_04763,0
TEST_04764,0
TEST_04765,0
TEST_04766,1
TEST_04767,0
TEST_04768,0
TEST_04769,0
TEST_04770,2
TEST_04771,0
TEST_04772,0
TEST_04773,1
TEST_04774,2
TEST_04775,0
TEST_04776,1
TEST_04777,0
TEST_04778,1
TEST_04779,2
TEST_04780,2
TEST_04781,0
TEST_04782,0
TEST_04783,0
TEST_04784,0
TEST_04785,0
TEST_04786,0
TEST_04787,0
TEST_04788,0
TEST_04789,1
TEST_04790,1
TEST_04791,1
TEST_04792,0
TEST_04793,0
TEST_04794,2
TEST_04795,0
TEST_04796,2
TEST_04797,0
TEST_04798,1
TEST_04799,1
TEST_04800,0
TEST_04801,1
TEST_04802,0
TEST_04803,1
TEST_04804,0
TEST_04805,0
TEST_04806,0
TEST_04807,2
TEST_04808,2
TEST_04809,0
TEST_04810,2
TEST_04811,1
TEST_04812,0
TEST_04813,2
TEST_04814,0
TEST_04815,2
TEST_04816,0
TEST_04817,0
TEST_04818,1
TEST_04819,2
TEST_04820,1
TEST_04821,2
TEST_04822,0
TEST_04823,0
TEST_04824,1
TEST_04825,0
TEST_04826,0
TEST_04827,1
TEST_04828,0
TEST_04829,0
TEST_04830,1
TEST_04831,0
TEST_04832,0
TEST_04833,0
TEST_04834,2
TEST_04835,2
TEST_04836,2
TEST_04837,0
TEST_04838,0
TEST_04839,0
TEST_04840,2
TEST_04841,0
TEST_04842,0
TEST_04843,0
TEST_04844,2
TEST_04845,2
TEST_04846,0
TEST_04847,0
TEST_04848,0
TEST_04849,0
TEST_04850,0
TEST_04851,2
TEST_04852,2
TEST_04853,0
TEST_04854,2
TEST_04855,2
TEST_04856,2
TEST_04857,0
TEST_04858,2
TEST_04859,1
TEST_04860,0
TEST_04861,0
TEST_04862,1
TEST_04863,0
TEST_04864,1
TEST_04865,2
TEST_04866,0
TEST_04867,0
TEST_04868,1
TEST_04869,0
TEST_04870,0
TEST_04871,0
TEST_04872,0
TEST_04873,1
TEST_04874,1
TEST_04875,0
TEST_04876,0
TEST_04877,0
TEST_04878,0
TEST_04879,0
TEST_04880,0
TEST_04881,2
TEST_04882,0
TEST_04883,0
TEST_04884,0
TEST_04885,0
TEST_04886,2
TEST_04887,2
TEST_04888,0
TEST_04889,1
TEST_04890,0
TEST_04891,0
TEST_04892,1
TEST_04893,1
TEST_04894,0
TEST_04895,0
TEST_04896,0
TEST_04897,0
TEST_04898,0
TEST_04899,0
TEST_04900,0
TEST_04901,0
TEST_04902,2
TEST_04903,0
TEST_04904,0
TEST_04905,1
TEST_04906,0
TEST_04907,0
TEST_04908,0
TEST_04909,2
TEST_04910,0
TEST_04911,0
TEST_04912,2
TEST_04913,0
TEST_04914,1
TEST_04915,0
TEST_04916,1
TEST_04917,0
TEST_04918,1
TEST_04919,1
TEST_04920,1
TEST_04921,0
TEST_04922,0
TEST_04923,1
TEST_04924,2
TEST_04925,0
TEST_04926,0
TEST_04927,0
TEST_04928,1
TEST_04929,0
TEST_04930,0
TEST_04931,0
TEST_04932,0
TEST_04933,1
TEST_04934,0
TEST_04935,0
TEST_04936,0
TEST_04937,2
TEST_04938,0
TEST_04939,2
TEST_04940,1
TEST_04941,0
TEST_04942,1
TEST_04943,0
TEST_04944,0
TEST_04945,2
TEST_04946,1
TEST_04947,0
TEST_04948,0
TEST_04949,0
TEST_04950,0
TEST_04951,0
TEST_04952,0
TEST_04953,1
TEST_04954,0
TEST_04955,0
TEST_04956,0
TEST_04957,0
TEST_04958,2
TEST_04959,1
TEST_04960,1
TEST_04961,1
TEST_04962,0
TEST_04963,1
TEST_04964,0
TEST_04965,0
TEST_04966,2
TEST_04967,0
TEST_04968,2
TEST_04969,0
TEST_04970,0
TEST_04971,0
TEST_04972,0
TEST_04973,0
TEST_04974,0
TEST_04975,2
TEST_04976,0
TEST_04977,0
TEST_04978,0
TEST_04979,0
TEST_04980,0
TEST_04981,1
TEST_04982,2
TEST_04983,1
TEST_04984,1
TEST_04985,0
TEST_04986,0
TEST_04987,2
TEST_04988,1
TEST_04989,0
TEST_04990,0
TEST_04991,0
TEST_04992,1
TEST_04993,0
TEST_04994,0
TEST_04995,1
TEST_04996,1
TEST_04997,0
TEST_04998,1
TEST_04999,0
TEST_05000,2
TEST_05001,0
TEST_05002,1
TEST_05003,1
TEST_05004,0
TEST_05005,0
TEST_05006,0
TEST_05007,2
TEST_05008,1
TEST_05009,0
TEST_05010,0
TEST_05011,0
TEST_05012,0
TEST_05013,2
TEST_05014,0
TEST_05015,0
TEST_05016,0
TEST_05017,1
TEST_05018,2
TEST_05019,1
TEST_05020,0
TEST_05021,0
TEST_05022,2
TEST_05023,0
TEST_05024,2
TEST_05025,2
TEST_05026,1
TEST_05027,1
TEST_05028,2
TEST_05029,1
TEST_05030,0
TEST_05031,1
TEST_05032,2
TEST_05033,0
TEST_05034,1
TEST_05035,0
TEST_05036,0
TEST_05037,2
TEST_05038,0
TEST_05039,1
TEST_05040,1
TEST_05041,0
TEST_05042,0
TEST_05043,0
TEST_05044,1
TEST_05045,1
TEST_05046,1
TEST_05047,1
TEST_05048,0
TEST_05049,0
TEST_05050,1
TEST_05051,0
TEST_05052,1
TEST_05053,0
TEST_05054,0
TEST_05055,0
TEST_05056,0
TEST_05057,2
TEST_05058,0
TEST_05059,2
TEST_05060,1
TEST_05061,1
TEST_05062,0
TEST_05063,0
TEST_05064,0
TEST_05065,1
TEST_05066,1
TEST_05067,0
TEST_05068,0
TEST_05069,0
TEST_05070,2
TEST_05071,0
TEST_05072,1
TEST_05073,2
TEST_05074,1
TEST_05075,0
TEST_05076,1
TEST_05077,1
TEST_05078,1
TEST_05079,0
TEST_05080,2
TEST_05081,1
TEST_05082,0
TEST_05083,0
TEST_05084,0
TEST_05085,0
TEST_05086,1
TEST_05087,1
TEST_05088,0
TEST_05089,2
TEST_05090,0
TEST_05091,0
TEST_05092,2
TEST_05093,0
TEST_05094,0
TEST_05095,0
TEST_05096,0
TEST_05097,0
TEST_05098,0
TEST_05099,0
TEST_05100,0
TEST_05101,0
TEST_05102,0
TEST_05103,0
TEST_05104,0
TEST_05105,0
TEST_05106,2
TEST_05107,0
TEST_05108,0
TEST_05109,0
TEST_05110,1
TEST_05111,0
TEST_05112,1
TEST_05113,1
TEST_05114,0
TEST_05115,1
TEST_05116,0
TEST_05117,1
TEST_05118,0
TEST_05119,2
TEST_05120,1
TEST_05121,0
TEST_05122,1
TEST_05123,0
TEST_05124,0
TEST_05125,0
TEST_05126,2
TEST_05127,0
TEST_05128,0
TEST_05129,0
TEST_05130,0
TEST_05131,2
TEST_05132,1
TEST_05133,0
TEST_05134,0
TEST_05135,1
TEST_05136,0
TEST_05137,0
TEST_05138,0
TEST_05139,0
TEST_05140,0
TEST_05141,0
TEST_05142,0
TEST_05143,0
TEST_05144,2
TEST_05145,0
TEST_05146,1
TEST_05147,2
TEST_05148,0
TEST_05149,1
TEST_05150,0
TEST_05151,1
TEST_05152,0
TEST_05153,2
TEST_05154,0
TEST_05155,1
TEST_05156,0
TEST_05157,1
TEST_05158,0
TEST_05159,1
TEST_05160,0
TEST_05161,2
TEST_05162,2
TEST_05163,2
TEST_05164,0
TEST_05165,0
TEST_05166,0
TEST_05167,1
TEST_05168,2
TEST_05169,0
TEST_05170,0
TEST_05171,0
TEST_05172,0
TEST_05173,0
TEST_05174,2
TEST_05175,0
TEST_05176,0
TEST_05177,1
TEST_05178,0
TEST_05179,2
TEST_05180,0
TEST_05181,0
TEST_05182,1
TEST_05183,1
TEST_05184,2
TEST_05185,0
TEST_05186,2
TEST_05187,2
TEST_05188,0
TEST_05189,0
TEST_05190,2
TEST_05191,1
TEST_05192,1
TEST_05193,1
TEST_05194,0
TEST_05195,0
TEST_05196,2
TEST_05197,0
TEST_05198,0
TEST_05199,0
TEST_05200,0
TEST_05201,1
TEST_05202,0
TEST_05203,0
TEST_05204,0
TEST_05205,2
TEST_05206,1
TEST_05207,0
TEST_05208,0
TEST_05209,0
TEST_05210,1
TEST_05211,0
TEST_05212,0
TEST_05213,2
TEST_05214,0
TEST_05215,2
TEST_05216,0
TEST_05217,2
TEST_05218,1
TEST_05219,0
TEST_05220,2
TEST_05221,0
TEST_05222,0
TEST_05223,1
TEST_05224,2
TEST_05225,0
TEST_05226,1
TEST_05227,2
TEST_05228,1
TEST_05229,2
TEST_05230,2
TEST_05231,2
TEST_05232,0
TEST_05233,0
TEST_05234,2
TEST_05235,0
TEST_05236,1
TEST_05237,0
TEST_05238,1
TEST_05239,2
TEST_05240,2
TEST_05241,1
TEST_05242,0
TEST_05243,1
TEST_05244,2
TEST_05245,1
TEST_05246,1
TEST_05247,0
TEST_05248,0
TEST_05249,0
TEST_05250,0
TEST_05251,0
TEST_05252,0
TEST_05253,0
TEST_05254,1
TEST_05255,2
TEST_05256,2
TEST_05257,0
TEST_05258,1
TEST_05259,0
TEST_05260,0
TEST_05261,1
TEST_05262,2
TEST_05263,1
TEST_05264,1
TEST_05265,0
TEST_05266,0
TEST_05267,2
TEST_05268,0
TEST_05269,0
TEST_05270,2
TEST_05271,0
TEST_05272,2
TEST_05273,0
TEST_05274,0
TEST_05275,1
TEST_05276,0
TEST_05277,2
TEST_05278,1
TEST_05279,0
TEST_05280,2
TEST_05281,0
TEST_05282,1
TEST_05283,0
TEST_05284,2
TEST_05285,2
TEST_05286,0
TEST_05287,0
TEST_05288,0
TEST_05289,1
TEST_05290,0
TEST_05291,2
TEST_05292,0
TEST_05293,0
TEST_05294,0
TEST_05295,0
TEST_05296,0
TEST_05297,2
TEST_05298,1
TEST_05299,0
TEST_05300,0
TEST_05301,0
TEST_05302,0
TEST_05303,2
TEST_05304,0
TEST_05305,0
TEST_05306,0
TEST_05307,1
TEST_05308,1
TEST_05309,1
TEST_05310,1
TEST_05311,0
TEST_05312,0
TEST_05313,2
TEST_05314,0
TEST_05315,2
TEST_05316,0
TEST_05317,0
TEST_05318,0
TEST_05319,2
TEST_05320,0
TEST_05321,2
TEST_05322,2
TEST_05323,1
TEST_05324,0
TEST_05325,0
TEST_05326,0
TEST_05327,2
TEST_05328,0
TEST_05329,2
TEST_05330,0
TEST_05331,1
TEST_05332,0
TEST_05333,0
TEST_05334,2
TEST_05335,0
TEST_05336,1
TEST_05337,1
TEST_05338,1
TEST_05339,0
TEST_05340,0
TEST_05341,0
TEST_05342,2
TEST_05343,0
TEST_05344,1
TEST_05345,1
TEST_05346,1
TEST_05347,0
TEST_05348,2
TEST_05349,1
TEST_05350,0
TEST_05351,0
TEST_05352,0
TEST_05353,0
TEST_05354,1
TEST_05355,1
TEST_05356,1
TEST_05357,0
TEST_05358,0
TEST_05359,2
TEST_05360,2
TEST_05361,1
TEST_05362,0
TEST_05363,0
TEST_05364,0
TEST_05365,1
TEST_05366,0
TEST_05367,0
TEST_05368,1
TEST_05369,0
TEST_05370,2
TEST_05371,0
TEST_05372,1
TEST_05373,1
TEST_05374,1
TEST_05375,2
TEST_05376,0
TEST_05377,1
TEST_05378,0
TEST_05379,2
TEST_05380,1
TEST_05381,0
TEST_05382,1
TEST_05383,0
TEST_05384,2
TEST_05385,0
TEST_05386,0
TEST_05387,0
TEST_05388,0
TEST_05389,0
TEST_05390,2
TEST_05391,0
TEST_05392,1
TEST_05393,0
TEST_05394,1
TEST_05395,0
TEST_05396,0
TEST_05397,0
TEST_05398,2
TEST_05399,0
TEST_05400,0
TEST_05401,1
TEST_05402,1
TEST_05403,0
TEST_05404,1
TEST_05405,0
TEST_05406,1
TEST_05407,1
TEST_05408,0
TEST_05409,2
TEST_05410,0
TEST_05411,0
TEST_05412,0
TEST_05413,0
TEST_05414,0
TEST_05415,0
TEST_05416,0
TEST_05417,0
TEST_05418,0
TEST_05419,0
TEST_05420,1
TEST_05421,0
TEST_05422,0
TEST_05423,0
TEST_05424,1
TEST_05425,2
TEST_05426,1
TEST_05427,0
TEST_05428,0
TEST_05429,0
TEST_05430,2
TEST_05431,0
TEST_05432,1
TEST_05433,2
TEST_05434,0
TEST_05435,0
TEST_05436,0
TEST_05437,0
TEST_05438,0
TEST_05439,2
TEST_05440,1
TEST_05441,0
TEST_05442,0
TEST_05443,0
TEST_05444,1
TEST_05445,1
TEST_05446,2
TEST_05447,2
TEST_05448,1
TEST_05449,1
TEST_05450,1
TEST_05451,0
TEST_05452,0
TEST_05453,0
TEST_05454,0
TEST_05455,0
TEST_05456,0
TEST_05457,0
TEST_05458,0
TEST_05459,1
TEST_05460,1
TEST_05461,0
TEST_05462,2
TEST_05463,0
TEST_05464,1
TEST_05465,0
TEST_05466,0
TEST_05467,0
TEST_05468,0
TEST_05469,0
TEST_05470,1
TEST_05471,1
TEST_05472,0
TEST_05473,0
TEST_05474,0
TEST_05475,0
TEST_05476,0
TEST_05477,1
TEST_05478,2
TEST_05479,1
TEST_05480,1
TEST_05481,0
TEST_05482,0
TEST_05483,1
TEST_05484,0
TEST_05485,1
TEST_05486,2
TEST_05487,0
TEST_05488,0
TEST_05489,2
TEST_05490,0
TEST_05491,0
TEST_05492,0
TEST_05493,2
TEST_05494,1
TEST_05495,2
TEST_05496,0
TEST_05497,0
TEST_05498,0
TEST_05499,0
TEST_05500,2
TEST_05501,0
TEST_05502,0
TEST_05503,1
TEST_05504,1
TEST_05505,2
TEST_05506,0
TEST_05507,0
TEST_05508,0
TEST_05509,2
TEST_05510,0
TEST_05511,0
TEST_05512,0
TEST_05513,0
TEST_05514,0
TEST_05515,2
TEST_05516,0
TEST_05517,0
TEST_05518,0
TEST_05519,0
TEST_05520,0
TEST_05521,0
TEST_05522,1
TEST_05523,0
TEST_05524,0
TEST_05525,0
TEST_05526,0
TEST_05527,2
TEST_05528,2
TEST_05529,0
TEST_05530,2
TEST_05531,2
TEST_05532,2
TEST_05533,2
TEST_05534,0
TEST_05535,0
TEST_05536,0
TEST_05537,0
TEST_05538,2
TEST_05539,1
TEST_05540,2
TEST_05541,0
TEST_05542,0
TEST_05543,0
TEST_05544,0
TEST_05545,1
TEST_05546,0
TEST_05547,1
TEST_05548,0
TEST_05549,0
TEST_05550,0
TEST_05551,0
TEST_05552,0
TEST_05553,2
TEST_05554,0
TEST_05555,0
TEST_05556,0
TEST_05557,0
TEST_05558,0
TEST_05559,0
TEST_05560,0
TEST_05561,0
TEST_05562,0
TEST_05563,2
TEST_05564,0
TEST_05565,0
TEST_05566,0
TEST_05567,0
TEST_05568,2
TEST_05569,2
TEST_05570,1
TEST_05571,1
TEST_05572,0
TEST_05573,0
TEST_05574,0
TEST_05575,0
TEST_05576,0
TEST_05577,2
TEST_05578,0
TEST_05579,2
TEST_05580,2
TEST_05581,0
TEST_05582,0
TEST_05583,0
TEST_05584,0
TEST_05585,0
TEST_05586,0
TEST_05587,0
TEST_05588,0
TEST_05589,1
TEST_05590,1
TEST_05591,0
TEST_05592,0
TEST_05593,0
TEST_05594,0
TEST_05595,0
TEST_05596,0
TEST_05597,1
TEST_05598,1
TEST_05599,1
TEST_05600,0
TEST_05601,0
TEST_05602,0
TEST_05603,0
TEST_05604,0
TEST_05605,0
TEST_05606,1
TEST_05607,1
TEST_05608,1
TEST_05609,0
TEST_05610,2
TEST_05611,0
TEST_05612,0
TEST_05613,0
TEST_05614,1
TEST_05615,2
TEST_05616,0
TEST_05617,1
TEST_05618,1
TEST_05619,0
TEST_05620,0
TEST_05621,0
TEST_05622,0
TEST_05623,0
TEST_05624,1
TEST_05625,0
TEST_05626,0
TEST_05627,2
TEST_05628,1
TEST_05629,2
TEST_05630,1
TEST_05631,0
TEST_05632,1
TEST_05633,0
TEST_05634,0
TEST_05635,0
TEST_05636,0
TEST_05637,1
TEST_05638,0
TEST_05639,0
TEST_05640,1
TEST_05641,2
TEST_05642,0
TEST_05643,1
TEST_05644,1
TEST_05645,0
TEST_05646,2
TEST_05647,0
TEST_05648,1
TEST_05649,0
TEST_05650,0
TEST_05651,0
TEST_05652,2
TEST_05653,0
TEST_05654,2
TEST_05655,0
TEST_05656,0
TEST_05657,0
TEST_05658,0
TEST_05659,0
TEST_05660,0
TEST_05661,0
TEST_05662,2
TEST_05663,0
TEST_05664,0
TEST_05665,0
TEST_05666,0
TEST_05667,2
TEST_05668,0
TEST_05669,2
TEST_05670,0
TEST_05671,1
TEST_05672,1
TEST_05673,1
TEST_05674,0
TEST_05675,1
TEST_05676,0
TEST_05677,0
TEST_05678,0
TEST_05679,0
TEST_05680,2
TEST_05681,0
TEST_05682,0
TEST_05683,0
TEST_05684,0
TEST_05685,0
TEST_05686,1
TEST_05687,0
TEST_05688,0
TEST_05689,0
TEST_05690,0
TEST_05691,0
TEST_05692,0
TEST_05693,1
TEST_05694,0
TEST_05695,2
TEST_05696,1
TEST_05697,2
TEST_05698,0
TEST_05699,1
TEST_05700,0
TEST_05701,2
TEST_05702,0
TEST_05703,1
TEST_05704,0
TEST_05705,0
TEST_05706,0
TEST_05707,0
TEST_05708,1
TEST_05709,2
TEST_05710,0
TEST_05711,0
TEST_05712,0
TEST_05713,1
TEST_05714,0
TEST_05715,0
TEST_05716,0
TEST_05717,0
TEST_05718,0
TEST_05719,2
TEST_05720,0
TEST_05721,1
TEST_05722,2
TEST_05723,1
TEST_05724,0
TEST_05725,2
TEST_05726,1
TEST_05727,1
TEST_05728,0
TEST_05729,0
TEST_05730,2
TEST_05731,0
TEST_05732,2
TEST_05733,2
TEST_05734,0
TEST_05735,0
TEST_05736,0
TEST_05737,1
TEST_05738,0
TEST_05739,0
TEST_05740,0
TEST_05741,0
TEST_05742,1
TEST_05743,0
TEST_05744,0
TEST_05745,0
TEST_05746,0
TEST_05747,0
TEST_05748,1
TEST_05749,0
TEST_05750,2
TEST_05751,1
TEST_05752,1
TEST_05753,2
TEST_05754,0
TEST_05755,0
TEST_05756,0
TEST_05757,0
TEST_05758,0
TEST_05759,0
TEST_05760,0
TEST_05761,0
TEST_05762,0
TEST_05763,1
TEST_05764,0
TEST_05765,1
TEST_05766,1
TEST_05767,0
TEST_05768,0
TEST_05769,1
