iter	MultiClass
1664	1.098144155
1665	1.098144155
1666	1.098143577
1667	1.098143461
1668	1.098142998
1669	1.098142883
1670	1.098142073
1671	1.098142073
1672	1.098142188
1673	1.09814161
1674	1.098141378
1675	1.098141031
1676	1.098140453
1677	1.098140453
1678	1.098139874
1679	1.098139643
1680	1.098139643
1681	1.09813918
1682	1.098138949
1683	1.098138602
1684	1.09813837
1685	1.098138255
1686	1.098137676
1687	1.098137213
1688	1.098137098
1689	1.098136866
1690	1.098136635
1691	1.098136519
1692	1.098136172
1693	1.098135478
1694	1.098135246
1695	1.098135015
1696	1.098134784
1697	1.098135131
1698	1.098134436
1699	1.098134089
1700	1.098133742
1701	1.098133858
1702	1.098133511
1703	1.098133164
1704	1.098132817
1705	1.09813247
1706	1.098132354
1707	1.098132122
1708	1.098132007
1709	1.098131544
1710	1.098131544
1711	1.098131313
1712	1.098130387
1713	1.098130618
1714	1.09813004
1715	1.098129924
1716	1.098129577
1717	1.098128883
1718	1.098128883
1719	1.098128073
1720	1.098128073
1721	1.098127726
1722	1.098127726
1723	1.09812761
1724	1.098127032
1725	1.098126685
1726	1.098126337
1727	1.098126337
1728	1.098125528
1729	1.098125528
1730	1.098125296
1731	1.098125065
1732	1.098124371
1733	1.098124255
1734	1.098124139
1735	1.098123561
1736	1.098123561
1737	1.098123445
1738	1.098122982
1739	1.098122404
1740	1.098122172
1741	1.098121941
1742	1.098122057
1743	1.098121941
1744	1.09812171
1745	1.098121594
1746	1.098121131
1747	1.098120205
1748	1.098120205
1749	1.098119974
1750	1.098119511
1751	1.09811928
1752	1.09811928
1753	1.09811847
1754	1.098118586
1755	1.098118354
1756	1.098118007
1757	1.098117776
1758	1.09811766
1759	1.098117313
1760	1.098117197
1761	1.098116966
1762	1.098116272
1763	1.098116156
1764	1.098116156
1765	1.098115925
1766	1.098115577
1767	1.098115462
1768	1.098114768
1769	1.098114999
1770	1.098114536
1771	1.09811442
1772	1.09811442
1773	1.098113842
1774	1.098113263
1775	1.098113032
1776	1.098112801
1777	1.098112685
1778	1.098111875
1779	1.098111759
1780	1.098111412
1781	1.098111644
1782	1.098111181
1783	1.098111065
1784	1.098110371
1785	1.098110255
1786	1.098109677
1787	1.09810933
1788	1.098109445
1789	1.098108635
1790	1.09810852
1791	1.098108173
1792	1.09810771
1793	1.098107941
1794	1.098107826
1795	1.098107247
1796	1.098106437
1797	1.098106437
1798	1.098106553
1799	1.098105743
1800	1.098105743
1801	1.098105396
1802	1.098105396
1803	1.098104933
1804	1.098104933
1805	1.098104586
1806	1.098103892
1807	1.098104123
1808	1.098104007
1809	1.098103313
1810	1.098103082
1811	1.098103082
1812	1.098102388
1813	1.098102272
1814	1.098101809
1815	1.098101462
1816	1.098101346
1817	1.098100999
1818	1.098100768
1819	1.098099842
1820	1.098099727
1821	1.098099727
1822	1.098099495
1823	1.098099032
1824	1.098099032
1825	1.098099148
1826	1.09809857
1827	1.098098454
1828	1.098098107
1829	1.098097528
1830	1.09809695
1831	1.098097065
1832	1.098096718
1833	1.098096487
1834	1.098096024
1835	1.098095793
1836	1.098095677
1837	1.098095561
1838	1.098094751
1839	1.098094636
1840	1.098094636
1841	1.098094404
1842	1.098093942
1843	1.098093247
1844	1.098093247
1845	1.098093016
1846	1.098092553
1847	1.098092553
1848	1.098092438
1849	1.098092206
1850	1.098091743
1851	1.098091512
1852	1.098091049
1853	1.098090933
1854	1.098090239
1855	1.098090239
1856	1.098090124
1857	1.098089892
1858	1.098089429
1859	1.098089545
1860	1.098088967
1861	1.098088619
1862	1.098088735
1863	1.098088157
1864	1.098087925
1865	1.098087925
1866	1.098087231
1867	1.098086884
1868	1.098086305
1869	1.098085958
1870	1.098085496
1871	1.098085611
1872	1.09808538
1873	1.098085264
1874	1.098084801
1875	1.098084686
1876	1.098084223
1877	1.098084339
1878	1.098084107
1879	1.098083644
1880	1.098083413
1881	1.098083413
1882	1.098082719
1883	1.098082372
1884	1.098082025
1885	1.098081909
1886	1.098081793
1887	1.09808133
1888	1.098081446
1889	1.098081215
1890	1.098081099
1891	1.09808052
1892	1.098080289
1893	1.098079711
1894	1.098080289
1895	1.098079363
1896	1.098078901
1897	1.098078669
1898	1.098078554
1899	1.098078438
1900	1.098077859
1901	1.098077397
1902	1.098077397
1903	1.098077049
1904	1.098076471
1905	1.098076008
1906	1.098076008
1907	1.098076124
1908	1.09807543
1909	1.098075545
1910	1.098074851
1911	1.098074735
1912	1.098074504
1913	1.098074735
1914	1.098073694
1915	1.098073347
1916	1.098072769
1917	1.098072884
1918	1.098072421
1919	1.098072306
1920	1.098071727
1921	1.09807138
1922	1.09807138
1923	1.098071264
1924	1.098070917
1925	1.098070455
1926	1.098069992
1927	1.098070107
1928	1.098069876
1929	1.098069645
1930	1.098069298
1931	1.09806895
1932	1.098068603
1933	1.098068835
1934	1.098067793
1935	1.098067678
1936	1.098067446
1937	1.098066984
1938	1.098066984
1939	1.098066289
1940	1.098066289
1941	1.098066174
1942	1.098065827
1943	1.098065595
1944	1.098065132
1945	1.098065132
1946	1.098064901
1947	1.098064207
1948	1.098064323
1949	1.098064323
1950	1.098063744
1951	1.098063166
1952	1.098062818
1953	1.098062934
1954	1.09806224
1955	1.098062009
1956	1.09806224
1957	1.098061546
1958	1.098061083
1959	1.09806143
1960	1.098060852
1961	1.098060273
1962	1.098060504
1963	1.09805981
1964	1.098059463
1965	1.098059463
1966	1.098059
1967	1.098058653
1968	1.098058422
1969	1.098057959
1970	1.09805819
1971	1.098057612
1972	1.098057381
1973	1.098057265
1974	1.098056802
1975	1.098056571
1976	1.098056224
1977	1.098056224
1978	1.098055529
1979	1.098055529
1980	1.098055067
1981	1.098054719
1982	1.098054719
1983	1.098054372
1984	1.098054141
1985	1.098054141
1986	1.098053794
1987	1.098053447
1988	1.098052984
1989	1.098052637
1990	1.098052521
1991	1.098052058
1992	1.098051827
1993	1.098051943
1994	1.09805148
1995	1.098051133
1996	1.098050554
1997	1.098050786
1998	1.098050439
1999	1.098050207
2000	1.098049976
2001	1.098049513
2002	1.098049513
2003	1.09804905
2004	1.098049166
2005	1.098048934
2006	1.098048587
2007	1.098048356
2008	1.098048356
2009	1.098047893
2010	1.098047199
2011	1.09804743
2012	1.098046736
2013	1.098046505
2014	1.098045811
2015	1.098045463
2016	1.098045116
2017	1.098045232
2018	1.098044654
2019	1.098044654
2020	1.098044075
2021	1.098044075
2022	1.098043844
2023	1.098043265
2024	1.098043034
2025	1.098042571
2026	1.09804234
2027	1.098041992
2028	1.098041992
2029	1.098041645
2030	1.098041414
2031	1.098040951
2032	1.098040488
2033	1.098040604
2034	1.098040257
2035	1.098039794
2036	1.098039678
2037	1.098039331
2038	1.098039331
2039	1.098038753
2040	1.09803829
2041	1.098037943
2042	1.098037596
2043	1.098037133
2044	1.09803667
2045	1.098036902
2046	1.098036786
2047	1.098036439
2048	1.098035745
2049	1.098035282
2050	1.098035282
2051	1.098035051
2052	1.098034935
2053	1.098034819
2054	1.098034356
2055	1.098034009
2056	1.098033662
2057	1.098034009
2058	1.098033546
2059	1.098033546
2060	1.098033199
2061	1.098032505
2062	1.098032274
2063	1.09803158
2064	1.098031695
2065	1.098031232
2066	1.098031232
2067	1.09803077
2068	1.098030654
2069	1.098030423
2070	1.09802996
2071	1.098030075
2072	1.098029844
2073	1.098029613
2074	1.098028687
2075	1.098028456
2076	1.098028224
2077	1.098027877
2078	1.098027761
2079	1.098027183
2080	1.098026836
2081	1.098026373
2082	1.098026604
2083	1.098026257
2084	1.098025563
2085	1.098025679
2086	1.098025679
2087	1.098025332
2088	1.0980251
2089	1.098024522
2090	1.098024406
2091	1.098023943
2092	1.098023596
2093	1.098023365
2094	1.098023133
2095	1.098022439
2096	1.098022324
2097	1.098022439
2098	1.098021745
2099	1.098021629
2100	1.098021167
2101	1.098021282
2102	1.098020935
2103	1.098021051
2104	1.098020819
2105	1.098020125
2106	1.098019547
2107	1.098019778
2108	1.0980192
2109	1.098019315
2110	1.098018968
2111	1.098018505
2112	1.09801839
2113	1.098018158
2114	1.098018505
2115	1.098017464
2116	1.098017464
2117	1.098017117
2118	1.098016423
2119	1.098017001
2120	1.098016654
2121	1.098016191
2122	1.098015497
2123	1.098015729
2124	1.09801515
2125	1.098015266
2126	1.098014687
2127	1.098014109
2128	1.098014225
2129	1.098013299
2130	1.098013415
2131	1.098013415
2132	1.09801272
2133	1.098012142
2134	1.098011911
2135	1.098011795
2136	1.098011448
2137	1.098011101
2138	1.098010754
2139	1.098010754
2140	1.098010291
2141	1.098009712
2142	1.098009597
2143	1.098008902
2144	1.098009134
2145	1.098008324
2146	1.098008555
2147	1.098008555
2148	1.098008092
2149	1.098007861
2150	1.098007514
2151	1.098007051
2152	1.098006935
2153	1.098006357
2154	1.098006241
2155	1.098006241
2156	1.098005547
2157	1.098005547
2158	1.098004853
2159	1.098005084
2160	1.098005084
2161	1.09800439
2162	1.098004506
2163	1.098003927
2164	1.098003696
2165	1.098003465
2166	1.098003233
2167	1.098003117
2168	1.098002539
2169	1.098002539
2170	1.098002192
2171	1.098001845
2172	1.098001845
2173	1.098001613
2174	1.098001266
2175	1.098000688
2176	1.098000341
2177	1.098000109
2178	1.097999762
2179	1.097999184
2180	1.097998952
2181	1.097998837
2182	1.097998489
2183	1.097998027
2184	1.097997795
2185	1.097997795
2186	1.097997217
2187	1.097996985
2188	1.097996638
2189	1.097996523
2190	1.09799606
2191	1.097995944
2192	1.09799525
2193	1.097995481
2194	1.097995134
2195	1.097994556
2196	1.097994324
2197	1.097994093
2198	1.097994209
2199	1.097993746
2200	1.097993514
2201	1.097993052
2202	1.097992936
2203	1.097992704
2204	1.097992126
2205	1.097992357
2206	1.097991547
2207	1.097991316
2208	1.097991316
2209	1.097990969
2210	1.097991085
2211	1.097990969
2212	1.09799039
2213	1.097990043
2214	1.097989696
2215	1.097989581
2216	1.097989349
2217	1.097988771
2218	1.097988886
2219	1.097988539
2220	1.097988539
2221	1.097988076
2222	1.097987614
2223	1.097987614
2224	1.097987035
2225	1.097986457
2226	1.097986919
2227	1.097986804
2228	1.097986225
2229	1.097985415
2230	1.097984953
2231	1.097984837
2232	1.09798449
2233	1.097984258
2234	1.097983911
2235	1.097983448
2236	1.09798368
2237	1.097982986
2238	1.097982986
2239	1.097982639
2240	1.097982523
2241	1.097982291
2242	1.097982176
2243	1.097981713
2244	1.097981134
2245	1.097981019
2246	1.097980787
2247	1.09798044
2248	1.09798044
2249	1.097979746
2250	1.097979862
2251	1.097979746
2252	1.097979399
2253	1.097979283
2254	1.097978589
2255	1.097978126
2256	1.097978011
2257	1.097978011
2258	1.097977548
2259	1.097977316
2260	1.097977085
2261	1.097976622
2262	1.097976391
2263	1.097976275
2264	1.097976159
2265	1.097975234
2266	1.09797535
2267	1.09797454
2268	1.097974308
2269	1.097974077
2270	1.097974077
2271	1.09797373
2272	1.097973036
2273	1.097972804
2274	1.097972804
2275	1.097972341
2276	1.097972226
2277	1.097972341
2278	1.097971647
2279	1.097971416
2280	1.0979713
2281	1.09797049
2282	1.097970374
2283	1.097970374
2284	1.097969565
2285	1.097969565
2286	1.097969102
2287	1.097969333
2288	1.097968986
2289	1.09796887
2290	1.097968292
2291	1.097968176
2292	1.097967829
2293	1.097967251
2294	1.097967019
2295	1.097967135
2296	1.097966672
2297	1.097966556
2298	1.097965978
2299	1.097965746
2300	1.097965399
2301	1.097965399
2302	1.097964705
2303	1.097964705
2304	1.097964127
2305	1.09796378
2306	1.097963664
2307	1.097963317
2308	1.097963085
2309	1.097963085
2310	1.097962391
2311	1.097962507
2312	1.097962275
2313	1.097961928
2314	1.097962044
2315	1.097961581
2316	1.097961466
2317	1.097961234
2318	1.09796054
2319	1.097960193
2320	1.097959846
2321	1.097959614
2322	1.097959499
2323	1.097959267
2324	1.097958573
2325	1.097958689
2326	1.097958342
2327	1.097957995
2328	1.097957763
2329	1.097957647
2330	1.097956606
2331	1.097956953
2332	1.097956259
2333	1.097956375
2334	1.097956259
2335	1.097955565
2336	1.097955449
2337	1.097954986
2338	1.097954755
2339	1.097954176
2340	1.097953945
2341	1.097953945
2342	1.097954292
2343	1.097953019
2344	1.097953714
2345	1.097952788
2346	1.097952325
2347	1.097952094
2348	1.097951747
2349	1.097951631
2350	1.097951053
2351	1.097951053
2352	1.09795059
2353	1.09795059
2354	1.097950474
2355	1.097950243
2356	1.09794978
2357	1.097949664
2358	1.097949433
2359	1.097949086
2360	1.097948739
2361	1.097948507
2362	1.097948507
2363	1.097948391
2364	1.097947813
2365	1.097947466
2366	1.097947582
2367	1.097947235
2368	1.097947003
2369	1.097946772
2370	1.097945846
2371	1.097946309
2372	1.097945383
2373	1.097945268
2374	1.097945152
2375	1.097944921
2376	1.097944573
2377	1.097943995
2378	1.097943301
2379	1.097943301
2380	1.097943185
2381	1.097942954
2382	1.097942375
2383	1.097942491
2384	1.097941681
2385	1.097941681
2386	1.097941218
2387	1.097940755
2388	1.097940987
2389	1.097940871
2390	1.097940408
2391	1.097940293
2392	1.097939598
2393	1.097939251
2394	1.097938904
2395	1.097938673
2396	1.097938788
2397	1.09793821
2398	1.097937979
2399	1.0979374
2400	1.097937284
2401	1.097937053
2402	1.097936243
2403	1.097936243
2404	1.097935665
2405	1.097936012
2406	1.097935665
2407	1.097935317
2408	1.097935086
2409	1.097934739
2410	1.097934392
2411	1.097934045
2412	1.097933698
2413	1.097933698
2414	1.097933582
2415	1.097933003
2416	1.097932656
2417	1.097932656
2418	1.097932541
2419	1.097932309
2420	1.097932194
2421	1.097931384
2422	1.097931615
2423	1.097931268
2424	1.097931152
2425	1.097930921
2426	1.097930689
2427	1.097929764
2428	1.097929764
2429	1.097929185
2430	1.097929301
2431	1.097928838
2432	1.097928723
2433	1.097928491
2434	1.09792826
2435	1.09792745
2436	1.09792745
2437	1.097927334
2438	1.097926524
2439	1.097926524
2440	1.097926061
2441	1.097925714
2442	1.097925367
2443	1.097925136
2444	1.097924673
2445	1.097924904
2446	1.097924557
2447	1.097923747
2448	1.097923979
2449	1.097923632
2450	1.097922938
2451	1.097922706
2452	1.097922706
2453	1.097922475
2454	1.097922359
2455	1.097922243
2456	1.097922012
2457	1.097921549
2458	1.097921202
2459	1.097920392
2460	1.097920392
2461	1.097919929
2462	1.097919929
2463	1.097920045
2464	1.097919582
2465	1.097919351
2466	1.097919467
2467	1.097918772
2468	1.097918657
2469	1.09791831
2470	1.097917731
2471	1.09791831
2472	1.097917384
2473	1.097917153
2474	1.097916921
2475	1.097916111
2476	1.097916343
2477	1.097916111
2478	1.097915649
2479	1.097915186
2480	1.097915186
2481	1.09791507
2482	1.097914492
2483	1.097914376
2484	1.097914029
2485	1.097913913
2486	1.097913566
2487	1.097913682
2488	1.097913219
2489	1.097912756
2490	1.097912293
2491	1.097912178
2492	1.097911715
2493	1.097911136
2494	1.097911483
2495	1.097910673
2496	1.097910789
2497	1.097910442
2498	1.097910095
2499	1.097910095
2500	1.097909864
2501	1.097909285
2502	1.097908822
2503	1.097908591
2504	1.097908244
2505	1.097907781
2506	1.097907781
2507	1.097907202
2508	1.097907087
2509	1.097906971
2510	1.097906277
2511	1.097906277
2512	1.09790593
2513	1.09790593
2514	1.097905467
2515	1.097905236
2516	1.097905351
2517	1.097904773
2518	1.097904194
2519	1.097904079
2520	1.097903963
2521	1.097903731
2522	1.0979035
2523	1.097903384
2524	1.097903037
2525	1.097902922
2526	1.097902806
2527	1.097902343
2528	1.09790188
2529	1.097901649
2530	1.097900955
2531	1.097900723
2532	1.097900839
2533	1.097900145
2534	1.097899913
2535	1.097899798
2536	1.097898756
2537	1.097898756
2538	1.097898409
2539	1.097898409
2540	1.097897715
2541	1.097897599
2542	1.097897599
2543	1.097897252
2544	1.097896905
2545	1.097897021
2546	1.097896211
2547	1.097896211
2548	1.097896327
2549	1.09789598
2550	1.097895632
2551	1.097895054
2552	1.097895054
2553	1.097894475
2554	1.097894128
2555	1.097893897
2556	1.097894013
2557	1.097893666
2558	1.097893203
2559	1.097892856
2560	1.097892509
2561	1.097892509
2562	1.097892046
2563	1.097892046
2564	1.097891583
2565	1.097891236
2566	1.097890657
2567	1.097890773
2568	1.097890195
2569	1.09789031
2570	1.097889847
2571	1.097889847
2572	1.0978895
2573	1.097889153
2574	1.097888691
2575	1.097888806
2576	1.097888228
2577	1.097887765
2578	1.097887881
2579	1.097887649
2580	1.097887186
2581	1.097887071
2582	1.097886608
2583	1.097886145
2584	1.097885682
2585	1.097885798
2586	1.09788522
2587	1.097884988
2588	1.097884525
2589	1.09788441
2590	1.097883715
2591	1.097883484
2592	1.097883137
2593	1.09788279
2594	1.097883253
2595	1.097882674
2596	1.097882906
2597	1.097882443
2598	1.097882096
2599	1.097881749
2600	1.097881864
2601	1.097880707
2602	1.097880823
2603	1.097880476
2604	1.09788036
2605	1.097880244
2606	1.097879435
2607	1.097879087
2608	1.097878625
2609	1.097878625
2610	1.097878509
2611	1.097878278
2612	1.097878046
2613	1.097877699
2614	1.09787793
2615	1.097877121
2616	1.097876889
2617	1.097876311
2618	1.097876426
2619	1.097875964
2620	1.097876079
2621	1.097875616
2622	1.097875385
2623	1.097875154
2624	1.097874575
2625	1.097874575
2626	1.097873881
2627	1.097873881
2628	1.09787365
2629	1.097872955
2630	1.097873071
2631	1.097872955
2632	1.097872493
2633	1.097872145
2634	1.09787203
2635	1.097871451
2636	1.097871104
2637	1.097870873
2638	1.097870873
2639	1.097869947
2640	1.097870294
2641	1.097870063
2642	1.097869947
2643	1.097869831
2644	1.097868906
2645	1.097868443
2646	1.097868674
2647	1.09786798
2648	1.09786798
2649	1.097867402
2650	1.097867517
2651	1.097867286
2652	1.097866939
2653	1.097866476
2654	1.097866592
2655	1.097866476
2656	1.097866129
2657	1.097865782
2658	1.097865319
2659	1.097865203
2660	1.097864625
2661	1.097864625
2662	1.097864741
2663	1.097864162
2664	1.097863352
2665	1.097863352
2666	1.097863005
2667	1.097862658
2668	1.097862427
2669	1.097862195
2670	1.097861732
2671	1.097861501
2672	1.097861848
2673	1.097860691
2674	1.097861038
2675	1.09786046
2676	1.097860344
2677	1.097859997
2678	1.097859419
2679	1.097859419
2680	1.097858956
2681	1.097858377
2682	1.097858262
2683	1.09785803
2684	1.097857799
2685	1.097857452
2686	1.097857452
2687	1.097856989
2688	1.097856526
2689	1.097856989
2690	1.09785641
2691	1.0978556
2692	1.0978556
2693	1.097855485
2694	1.097855138
2695	1.097855138
2696	1.097854443
2697	1.097854328
2698	1.097854443
2699	1.097853634
2700	1.097853518
2701	1.097852824
2702	1.097852939
2703	1.097852592
2704	1.097852361
2705	1.097852245
2706	1.097851667
2707	1.097851435
2708	1.097851435
2709	1.097850972
2710	1.097850972
2711	1.097850972
2712	1.097850625
2713	1.097850047
2714	1.097849815
2715	1.0978497
2716	1.097849006
2717	1.09784889
2718	1.097848774
2719	1.097848658
2720	1.097847964
2721	1.097847849
2722	1.097847617
2723	1.097846923
2724	1.097846923
2725	1.097846576
2726	1.097846344
2727	1.097846229
2728	1.097845882
2729	1.097845187
2730	1.097845187
2731	1.09784484
2732	1.097844146
2733	1.097844609
2734	1.09784403
2735	1.097843568
2736	1.097843452
2737	1.097843336
2738	1.097842642
2739	1.097842526
2740	1.097841948
2741	1.097841254
2742	1.097841138
2743	1.097841022
2744	1.097840791
2745	1.097840559
2746	1.097840097
2747	1.097839981
2748	1.097839865
2749	1.097839865
2750	1.097839402
2751	1.097839171
2752	1.097838593
2753	1.097838361
2754	1.097838593
2755	1.097837783
2756	1.097837551
2757	1.097837667
2758	1.09783732
2759	1.097837088
2760	1.097836626
2761	1.097836741
2762	1.097836163
2763	1.097836047
2764	1.097835931
2765	1.097835237
2766	1.097835006
2767	1.097834659
2768	1.097834774
2769	1.097834659
2770	1.09783408
2771	1.097833733
2772	1.09783327
2773	1.097833155
2774	1.097832808
2775	1.097832692
2776	1.097832113
2777	1.097831651
2778	1.097831419
2779	1.097831072
2780	1.097831072
2781	1.097830494
2782	1.097830262
2783	1.097830378
2784	1.097830031
2785	1.097830031
2786	1.097829568
2787	1.097829337
2788	1.097829221
2789	1.097828527
2790	1.097828527
2791	1.097827601
2792	1.097827833
2793	1.097827138
2794	1.097827138
2795	1.09782656
2796	1.097826676
2797	1.097826444
2798	1.097826444
2799	1.097825634
2800	1.097825634
2801	1.097825403
2802	1.097825056
2803	1.097824477
2804	1.097824593
2805	1.097824246
2806	1.097823783
2807	1.097823899
2808	1.097823436
2809	1.097822742
2810	1.097823089
2811	1.097822279
2812	1.097822163
2813	1.097821932
2814	1.097821585
2815	1.097821238
2816	1.097820659
2817	1.097820775
2818	1.097820312
2819	1.097820081
2820	1.097819502
2821	1.097819386
2822	1.097819502
2823	1.097819271
2824	1.097818692
2825	1.097818345
2826	1.097818114
2827	1.097817535
2828	1.097817188
2829	1.097817188
2830	1.09781661
2831	1.097816263
2832	1.097816494
2833	1.097816031
2834	1.0978158
2835	1.097815453
2836	1.097814874
2837	1.097814758
2838	1.097814874
2839	1.097814527
2840	1.09781418
2841	1.097813717
2842	1.097813486
2843	1.09781337
2844	1.097812907
2845	1.097812792
2846	1.097812213
2847	1.097812676
2848	1.097811866
2849	1.097811403
2850	1.097811403
2851	1.097811172
2852	1.097811056
2853	1.097810478
2854	1.09781013
2855	1.097809899
2856	1.097809783
2857	1.097809783
2858	1.097809205
2859	1.097808973
2860	1.097808626
2861	1.097808164
2862	1.097808164
2863	1.097807701
2864	1.097807585
2865	1.097807007
2866	1.097806775
2867	1.097806775
2868	1.097806544
2869	1.097805965
2870	1.097805965
2871	1.097805734
2872	1.097805155
2873	1.097804693
2874	1.097804461
2875	1.09780423
2876	1.097803883
2877	1.09780342
2878	1.097803304
2879	1.097803188
2880	1.097802957
2881	1.097802494
2882	1.097802263
2883	1.097801916
2884	1.097801684
2885	1.097801569
2886	1.097801337
2887	1.097800875
2888	1.097800643
2889	1.097800527
2890	1.097800527
2891	1.097800065
2892	1.09780018
2893	1.097799833
2894	1.097799255
2895	1.097799139
2896	1.097798561
2897	1.097798213
2898	1.097797866
2899	1.097797866
2900	1.097797519
2901	1.097797172
2902	1.097796941
2903	1.097796478
2904	1.097796362
2905	1.097795668
2906	1.097795668
2907	1.097795552
2908	1.097795321
2909	1.097794974
2910	1.097794627
2911	1.097794742
2912	1.097794395
2913	1.097794511
2914	1.097794164
2915	1.097793585
2916	1.097793123
2917	1.097793123
2918	1.09779266
2919	1.097792544
2920	1.097791966
2921	1.097791734
2922	1.097791156
2923	1.09779104
2924	1.097790462
2925	1.097790462
2926	1.09779023
2927	1.097789999
2928	1.097789305
2929	1.09778942
2930	1.09778942
2931	1.09778861
2932	1.097788495
2933	1.097788263
2934	1.0977878
2935	1.097787685
2936	1.097787685
2937	1.097786991
2938	1.097786991
2939	1.097786643
2940	1.097786759
2941	1.097786181
2942	1.097786181
2943	1.097785486
2944	1.097785486
2945	1.097784908
2946	1.097784677
2947	1.097784445
2948	1.097784098
2949	1.097783751
2950	1.097783751
2951	1.097783172
2952	1.097782478
2953	1.097782478
2954	1.097782363
2955	1.0977819
2956	1.0977819
2957	1.097781437
2958	1.097780974
2959	1.097780858
2960	1.097780743
2961	1.097779933
2962	1.09777947
2963	1.097779586
2964	1.097779239
2965	1.097778892
2966	1.097778313
2967	1.097778429
2968	1.097778082
2969	1.097778313
2970	1.097777966
2971	1.097777272
2972	1.097777387
2973	1.097776925
2974	1.097776925
2975	1.097776462
2976	1.097775999
2977	1.097775652
2978	1.097775536
2979	1.097775073
2980	1.097775073
2981	1.097774726
2982	1.097774032
2983	1.097773801
2984	1.097773916
2985	1.097773569
2986	1.097773569
2987	1.097773107
2988	1.097772991
2989	1.09777276
2990	1.097772528
2991	1.097772297
2992	1.097772065
2993	1.097771834
2994	1.097770908
2995	1.097770677
2996	1.097770561
2997	1.097770214
2998	1.097770098
2999	1.097769983
3000	1.09776952
3001	1.097769289
3002	1.097768941
3003	1.097768941
3004	1.09776871
3005	1.097768016
3006	1.097767553
3007	1.0977679
3008	1.097767553
3009	1.097767437
3010	1.097766975
3011	1.097766743
3012	1.097766512
3013	1.097766049
3014	1.097765933
3015	1.097765586
3016	1.097765123
3017	1.097764776
3018	1.097764313
3019	1.097764313
3020	1.097763851
3021	1.097763619
3022	1.097762925
3023	1.097763041
3024	1.097762578
3025	1.097762115
3026	1.097761999
3027	1.09776119
3028	1.097761421
3029	1.097761074
3030	1.097760611
3031	1.09776038
3032	1.09776038
3033	1.097760148
3034	1.097759917
3035	1.097759685
3036	1.097759107
3037	1.097759338
3038	1.097758876
3039	1.097759107
3040	1.097758297
3041	1.097758066
3042	1.097757719
3043	1.097757371
3044	1.097757371
3045	1.097756793
3046	1.097756562
3047	1.097756446
3048	1.09775633
3049	1.097755983
3050	1.097755752
3051	1.097755405
3052	1.097755752
3053	1.097754826
3054	1.097754479
3055	1.097754363
3056	1.097754016
3057	1.0977539
3058	1.097753322
3059	1.097752975
3060	1.097752743
3061	1.097752628
3062	1.097752396
3063	1.097752281
3064	1.097751818
3065	1.097751355
3066	1.097750777
3067	1.097750429
3068	1.097750082
3069	1.097749851
3070	1.09774962
3071	1.097749388
3072	1.09774881
3073	1.09774881
3074	1.097748463
3075	1.097748
3076	1.097748
3077	1.097747537
3078	1.097747537
3079	1.097747074
3080	1.097747074
3081	1.097746496
3082	1.097746727
3083	1.097746033
3084	1.097746033
3085	1.09774557
3086	1.097744992
3087	1.097744644
3088	1.09774476
3089	1.097744413
3090	1.09774395
3091	1.097744182
3092	1.097743603
3093	1.09774314
3094	1.097743256
3095	1.097742678
3096	1.097742446
3097	1.097742331
3098	1.097742331
3099	1.097742215
3100	1.097741752
3101	1.097741521
3102	1.097741289
3103	1.097740826
3104	1.097740479
3105	1.097740364
3106	1.097739901
3107	1.097739554
3108	1.097739438
3109	1.097739207
3110	1.097738975
3111	1.097738628
3112	1.097737934
3113	1.097737703
3114	1.097737355
3115	1.097737355
3116	1.097736661
3117	1.097736777
3118	1.097736314
3119	1.097736083
3120	1.097735851
3121	1.097735504
3122	1.097735157
3123	1.097735041
3124	1.097734579
3125	1.097734347
3126	1.097733769
3127	1.097733422
3128	1.097733537
3129	1.097733422
3130	1.097733075
3131	1.097732496
3132	1.097732149
3133	1.097732149
3134	1.097731455
3135	1.097731686
3136	1.097730992
3137	1.097730992
3138	1.097730529
3139	1.097730529
3140	1.097730298
3141	1.097729835
3142	1.097729951
3143	1.097729488
3144	1.097728678
3145	1.097729025
3146	1.097728447
3147	1.097727868
3148	1.097728215
3149	1.097727984
3150	1.097727405
3151	1.097726942
3152	1.097726827
3153	1.097726595
3154	1.097726133
3155	1.097726017
3156	1.097726017
3157	1.097725438
3158	1.097725091
3159	1.097724976
3160	1.097724744
3161	1.097724166
3162	1.097724166
3163	1.097724281
3164	1.097723703
3165	1.097723009
3166	1.097723009
3167	1.097722662
3168	1.09772243
3169	1.097722083
3170	1.097721736
3171	1.097721505
3172	1.097721157
3173	1.097721042
3174	1.097720695
3175	1.097720579
3176	1.097719885
3177	1.09772
3178	1.097719422
3179	1.097719422
3180	1.097718959
3181	1.097718496
3182	1.097718265
3183	1.097718149
3184	1.097718149
3185	1.097717686
3186	1.097717686
3187	1.097717224
3188	1.097716992
3189	1.097716761
3190	1.097716529
3191	1.097716067
3192	1.097715951
3193	1.097715372
3194	1.097715141
3195	1.097714563
3196	1.097714447
3197	1.097714678
3198	1.097714216
3199	1.0977141
3200	1.097713637
3201	1.097713406
3202	1.097713174
3203	1.097712827
3204	1.097712711
3205	1.097712596
3206	1.097712017
3207	1.097712133
3208	1.097712133
3209	1.097711207
3210	1.097711092
3211	1.09771086
3212	1.097710629
3213	1.097710629
3214	1.09771005
3215	1.097709472
3216	1.097709356
3217	1.097709009
3218	1.097708893
